Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH
2020-03-27,,,,,76.0,191.0,,153.0,,,,,,,,,,,32.0,,107.0,3.0,,50.0,18.0,,634.0
2020-03-28,,,,,100.0,211.0,,175.0,,,,,,,,,,,33.0,,136.0,3.0,,53.0,21.0,,736.0
2020-03-29,,,,,115.0,228.0,,193.0,,,,,,,,,,,33.0,,155.0,3.0,,54.0,21.0,,806.0
2020-03-30,,,,,158.0,263.0,,216.0,,,,,,,,,,,33.0,,165.0,9.0,,71.0,29.0,,948.0
2020-03-31,,,,,242.0,292.0,,241.0,,,,,,,,,,,48.0,,202.0,11.0,,81.0,39.0,,1160.0
2020-04-01,,,,,249.0,323.0,,260.0,,,,,,,,,,,65.0,,229.0,13.0,,96.0,40.0,,1279.0
2020-04-02,,,,,262.0,350.0,46.0,283.0,,,,,,,,49.0,,,65.0,,263.0,13.0,,104.0,41.0,,1480.0
2020-04-03,,,,,266.0,397.0,46.0,284.0,,,,,,,,50.0,,,75.0,,287.0,26.0,,109.0,44.0,,1588.0
2020-04-04,,,,,298.0,434.0,49.0,305.0,,,,,,,,62.0,,,92.0,,314.0,26.0,,112.0,46.0,,1742.0
2020-04-05,,,,,369.0,460.0,55.0,327.0,,,,,,,,70.0,,,93.0,,340.0,26.0,,115.0,46.0,,1905.0
2020-04-06,,,,,412.0,481.0,56.0,345.0,,,,,,,1.0,75.0,,,93.0,,350.0,34.0,,134.0,52.0,,2037.0
2020-04-07,170.0,,,,452.0,508.0,73.0,374.0,,,,,,,,79.0,,,105.0,,388.0,42.0,,143.0,54.0,,2389.0
2020-04-08,220.0,,,,461.0,535.0,78.0,442.0,,,,,,,,89.0,,,107.0,,420.0,42.0,,152.0,61.0,,2608.0
2020-04-09,250.0,,,,485.0,572.0,84.0,,,,,,,,,92.0,,,113.0,,447.0,45.0,,160.0,69.0,,2760.0
2020-04-10,,,,,502.0,593.0,88.0,448.0,,,,,,,,93.0,,,118.0,,466.0,49.0,,166.0,76.0,,2850.0
2020-04-11,300.0,,,,527.0,612.0,93.0,463.0,,,,,,,,102.0,,,118.0,,493.0,50.0,,169.0,79.0,,3007.0
2020-04-12,,,,,554.0,629.0,97.0,479.0,,,,,,,,109.0,,,119.0,,511.0,52.0,,173.0,80.0,,3104.0
2020-04-13,,,,,570.0,653.0,97.0,490.0,,,,,,,,119.0,,,128.0,,517.0,52.0,,176.0,84.0,,3187.0
2020-04-14,400.0,,,,597.0,663.0,98.0,490.0,,,,,,,,120.0,,,128.0,,524.0,56.0,,187.0,88.0,,3352.0
2020-04-15,450.0,,,,610.0,682.0,105.0,502.0,,,,,,,,123.0,,,144.0,,548.0,62.0,,195.0,92.0,,3514.0
2020-04-16,500.0,,,,623.0,711.0,105.0,520.0,,,,,,,,138.0,,,154.0,,568.0,62.0,,198.0,94.0,,3674.0
2020-04-17,540.0,,,,632.0,720.0,106.0,532.0,,,,,,,,144.0,,,161.0,,580.0,66.0,,204.0,96.0,,3782.0
2020-04-18,,,,,636.0,753.0,109.0,553.0,,,,,,,,150.0,,,176.0,,606.0,69.0,,204.0,99.0,,3896.0
2020-04-19,,,,,653.0,764.0,113.0,558.0,,,,,,,,150.0,,,180.0,,616.0,69.0,,205.0,99.0,,3948.0
2020-04-20,640.0,,,,664.0,770.0,113.0,561.0,,,,,,,,159.0,,,180.0,,621.0,69.0,,211.0,99.0,,4088.0
2020-04-21,680.0,,,,679.0,781.0,115.0,581.0,,,,,,,,159.0,,,192.0,,639.0,69.0,,213.0,99.0,,4208.0
2020-04-22,710.0,,,,683.0,786.0,116.0,589.0,,,,,,,,162.0,,,194.0,,661.0,69.0,,216.0,131.0,,4318.0
2020-04-23,750.0,,,,692.0,793.0,118.0,592.0,,,,,,,,170.0,,,198.0,,676.0,69.0,,219.0,133.0,,4411.0
2020-04-24,780.0,,,,698.0,800.0,119.0,600.0,,,,,,,,175.0,,,206.0,,682.0,69.0,,223.0,133.0,,4486.0
2020-04-25,,,,,710.0,,119.0,609.0,,,,,,,,,,,215.0,,698.0,69.0,,224.0,133.0,,4533.0
2020-04-26,,,,,724.0,,120.0,610.0,,,,,,,,176.0,,,216.0,,704.0,69.0,,224.0,133.0,,4557.0
2020-04-27,830.0,,,,738.0,,120.0,610.0,,,,,,,,176.0,,,216.0,,709.0,69.0,,232.0,134.0,,4635.0
2020-04-28,840.0,,,,747.0,,121.0,617.0,,,,,,,,176.0,,,223.0,,712.0,71.0,,236.0,134.0,,4678.0
2020-04-29,850.0,,,,752.0,810.0,123.0,634.0,,,,,,,,176.0,,,224.0,,728.0,71.0,,238.0,135.0,,4742.0
2020-04-30,870.0,,,,756.0,828.0,123.0,640.0,,,,,,,,184.0,,,239.0,,739.0,71.0,,239.0,135.0,,4825.0
2020-05-01,890.0,,,,758.0,833.0,123.0,658.0,,,,,,,,187.0,,,242.0,,764.0,72.0,,241.0,136.0,,4905.0
2020-05-02,,,,,762.0,835.0,129.0,660.0,,,,,,,,,,,246.0,,774.0,72.0,,241.0,136.0,,4933.0
2020-05-03,,,,,767.0,839.0,130.0,660.0,,,,,,,,,,,248.0,,779.0,72.0,,241.0,137.0,,4951.0
2020-05-04,940.0,,,,769.0,840.0,130.0,661.0,,,,,,,,189.0,,,248.0,,782.0,72.0,,246.0,138.0,,5016.0
2020-05-05,940.0,,,,773.0,842.0,131.0,664.0,,,,,,,,,,,252.0,,794.0,74.0,,248.0,138.0,,5046.0
2020-05-06,960.0,,,,774.0,868.0,131.0,671.0,,,,,,,,203.0,,,258.0,,802.0,74.0,,251.0,142.0,,5135.0
2020-05-07,970.0,,,,775.0,870.0,134.0,686.0,,,,,,,,,,,264.0,,809.0,75.0,,256.0,143.0,,5186.0
2020-05-08,990.0,,,,778.0,874.0,134.0,694.0,,,,,,,,,,,267.0,,829.0,75.0,,258.0,144.0,,5247.0
2020-05-09,,,,,783.0,881.0,134.0,700.0,,,,,,,,,,,268.0,,843.0,75.0,,259.0,152.0,,5289.0
2020-05-10,,,,,785.0,882.0,137.0,707.0,,,,,,,,,,,,,847.0,75.0,,259.0,152.0,,5306.0
2020-05-11,1030.0,,,,785.0,884.0,137.0,709.0,,,,,,,,210.0,,,272.0,,847.0,75.0,,259.0,152.0,,5361.0
2020-05-12,1040.0,,,,789.0,892.0,138.0,711.0,,,,,,,,,,,277.0,,849.0,75.0,,262.0,159.0,,5403.0
2020-05-13,1045.0,,,,789.0,894.0,139.0,722.0,,,,,,,,215.0,,,277.0,,851.0,78.0,,265.0,161.0,,5437.0
2020-05-14,1060.0,,,,790.0,895.0,142.0,734.0,,,,,,,,,,,280.0,,857.0,78.0,,267.0,161.0,,5480.0
2020-05-15,1060.0,,,,791.0,897.0,143.0,736.0,,,,,,,,216.0,,,280.0,,864.0,,,270.0,163.0,,5499.0
2020-05-16,,,,,791.0,904.0,143.0,737.0,,,,,,,,,,,281.0,,870.0,79.0,,270.0,168.0,,5520.0
2020-05-17,,,,,795.0,904.0,144.0,738.0,,,,,,,,,,,281.0,,873.0,79.0,,270.0,168.0,,5529.0
2020-05-18,1075.0,,,,795.0,904.0,144.0,739.0,,,,,,,,217.0,,,281.0,,874.0,79.0,,272.0,169.0,,5550.0
2020-05-19,1085.0,,,,797.0,916.0,144.0,743.0,,,,,,,,,,,281.0,,877.0,79.0,,274.0,171.0,,5585.0
2020-05-20,1090.0,,,,798.0,916.0,144.0,746.0,,,,,,,,217.0,,,282.0,,881.0,82.0,,276.0,171.0,,5604.0
2020-05-21,,,,,798.0,916.0,146.0,763.0,,,,,,,,,,,283.0,,885.0,82.0,,276.0,173.0,,5630.0
2020-05-22,,,,,799.0,916.0,146.0,765.0,,,,,,,,,,,284.0,,887.0,84.0,,277.0,173.0,,5639.0
2020-05-23,,,,,800.0,916.0,146.0,773.0,,,,,,,,,,,284.0,,888.0,84.0,,277.0,174.0,,5650.0
2020-05-24,,,,,801.0,916.0,147.0,773.0,,,,,,,,,,,284.0,,888.0,84.0,,277.0,174.0,,5652.0
2020-05-25,1110.0,,,,801.0,920.0,148.0,775.0,,,,,,,,,,,284.0,,888.0,84.0,,278.0,175.0,,5681.0
2020-05-26,,,,,802.0,922.0,148.0,780.0,,,,,,,,,,,284.0,,888.0,86.0,,279.0,176.0,,5693.0
2020-05-27,,,,,802.0,923.0,148.0,788.0,,,,,,,,,,,284.0,,889.0,86.0,,280.0,179.0,,5707.0
2020-05-28,1120.0,,,,802.0,923.0,149.0,792.0,,,,,,,,,,,284.0,,891.0,86.0,,281.0,180.0,,5726.0
2020-05-29,,,,,802.0,923.0,149.0,797.0,,,,,,,,,,,284.0,,892.0,86.0,,282.0,180.0,,5733.0
2020-05-30,,,,,802.0,923.0,150.0,,,,,,,,,,,,284.0,,894.0,86.0,,283.0,180.0,,5737.0
2020-05-31,,,,,802.0,923.0,150.0,,,,,,,,,,,,284.0,,895.0,86.0,,284.0,180.0,,5739.0
2020-06-01,,,,,802.0,923.0,150.0,,,,,,,,,,,,284.0,,895.0,86.0,,285.0,180.0,,5740.0
2020-06-02,1140.0,,,,802.0,923.0,150.0,807.0,,,,,,,,,,,284.0,,897.0,86.0,,285.0,185.0,,5777.0
2020-06-03,,,,,802.0,923.0,150.0,811.0,,,,,,,,223.0,,,284.0,,899.0,,,286.0,185.0,,5790.0
2020-06-04,1145.0,,,,802.0,924.0,150.0,817.0,,,,,,,,,,,284.0,,902.0,,,286.0,185.0,,5805.0
2020-06-05,,,,,802.0,924.0,150.0,821.0,,,,,,,,,,,284.0,,902.0,,,286.0,185.0,,5809.0
2020-06-06,,,,,803.0,926.0,150.0,,,,,,,,,,,,284.0,,903.0,,,286.0,185.0,,5813.0
2020-06-07,,,,,804.0,926.0,150.0,,,,,,,,,,,,284.0,,904.0,,,286.0,185.0,,5815.0
2020-06-08,1150.0,,,,804.0,928.0,150.0,,,,,,,,,223.0,,,284.0,,905.0,,,286.0,185.0,,5823.0
2020-06-09,,,,,805.0,928.0,150.0,826.0,,,,,,,,,,,284.0,,906.0,,,286.0,185.0,,5830.0
2020-06-10,,,,,806.0,928.0,,,,,,,,,,,,,284.0,,907.0,,,,186.0,,5833.0
2020-06-11,1155.0,,,,807.0,929.0,,,,,,,,,,,,,284.0,,907.0,,,,,,5840.0
2020-06-12,,,,,807.0,930.0,,,,,,,,,,,,,284.0,,907.0,,,,,,5841.0
2020-06-13,,,,,808.0,,,,,,,,,,,,,,284.0,,,,,,,,5842.0
